,上價,下價,中價,交易日期,交易量,作物代號,作物名稱,市場代號,市場名稱,平均價,Weekday
11,23.0,12.2,20.2,103.07.17,15764.0,LA1,甘藍-初秋,900,屏東市,19.1,3
12,28.0,8.0,18.0,103.07.17,10269.0,LA1,甘藍-初秋,930,台東市,20.0,3
13,21.2,7.4,14.8,103.07.17,3775.0,LA1,甘藍-初秋,950,花蓮市,14.6,3
0,24.3,16.1,20.1,103.07.18,33600.0,LA1,甘藍-初秋,104,台北二,20.1,4
1,24.4,15.4,20.5,103.07.18,94628.0,LA1,甘藍-初秋,109,台北一,20.3,4
2,22.4,17.4,19.5,103.07.18,7750.0,LA1,甘藍-初秋,241,三重市,19.7,4
3,23.0,10.0,15.0,103.07.18,23540.0,LA1,甘藍-初秋,260,宜蘭市,16.0,4
4,20.8,13.8,17.3,103.07.18,4860.0,LA1,甘藍-初秋,338,桃園縣,17.3,4
5,24.0,15.2,21.1,103.07.18,7211.0,LA1,甘藍-初秋,400,台中市,21.1,4
6,23.5,12.0,18.0,103.07.18,6870.0,LA1,甘藍-初秋,514,溪湖鎮,18.0,4
7,30.0,13.0,23.0,103.07.18,1023.0,LA1,甘藍-初秋,540,南投市,22.02,4
8,25.6,10.0,18.4,103.07.18,207344.0,LA1,甘藍-初秋,648,西螺鎮,18.1,4
9,25.8,16.9,21.4,103.07.18,31681.0,LA1,甘藍-初秋,800,高雄市,21.4,4
10,22.1,13.9,18.6,103.07.18,7813.0,LA1,甘藍-初秋,830,鳳山市,18.38,4
11,22.9,11.9,19.4,103.07.18,13799.0,LA1,甘藍-初秋,900,屏東市,18.6,4
12,30.0,10.0,20.0,103.07.18,5337.0,LA1,甘藍-初秋,930,台東市,20.0,4
13,22.4,8.5,15.2,103.07.18,4653.0,LA1,甘藍-初秋,950,花蓮市,15.3,4
0,28.7,18.4,25.0,103.07.19,29035.0,LA1,甘藍-初秋,104,台北二,24.4,5
1,28.2,18.8,24.4,103.07.19,89673.0,LA1,甘藍-初秋,109,台北一,24.0,5
2,22.1,20.2,21.8,103.07.19,5310.0,LA1,甘藍-初秋,241,三重市,21.6,5
3,25.0,15.0,20.0,103.07.19,18620.0,LA1,甘藍-初秋,260,宜蘭市,20.0,5
4,27.0,23.0,24.5,103.07.19,1578.0,LA1,甘藍-初秋,338,桃園縣,24.5,5
5,24.6,15.0,21.3,103.07.19,14842.0,LA1,甘藍-初秋,400,台中市,20.3,5
6,25.0,14.0,20.0,103.07.19,4170.0,LA1,甘藍-初秋,514,溪湖鎮,20.0,5
7,30.0,22.0,29.0,103.07.19,574.0,LA1,甘藍-初秋,540,南投市,28.38,5
8,30.0,11.7,20.0,103.07.19,174734.0,LA1,甘藍-初秋,648,西螺鎮,20.3,5
9,28.0,19.8,24.3,103.07.19,23360.0,LA1,甘藍-初秋,800,高雄市,24.2,5
10,22.1,15.0,17.8,103.07.19,6730.0,LA1,甘藍-初秋,830,鳳山市,18.06,5
11,24.6,12.9,20.5,103.07.19,12359.0,LA1,甘藍-初秋,900,屏東市,19.8,5
12,30.0,10.0,20.0,103.07.19,8606.0,LA1,甘藍-初秋,930,台東市,20.0,5
0,51.0,26.0,42.3,103.07.20,20200.0,LA1,甘藍-初秋,104,台北二,40.8,6
1,54.7,32.7,45.0,103.07.20,61218.0,LA1,甘藍-初秋,109,台北一,44.5,6
2,51.0,23.0,46.3,103.07.20,5130.0,LA1,甘藍-初秋,241,三重市,42.6,6
3,45.0,20.0,35.0,103.07.20,12580.0,LA1,甘藍-初秋,260,宜蘭市,33.3,6
4,29.7,18.8,23.0,103.07.20,2730.0,LA1,甘藍-初秋,338,桃園縣,23.0,6
5,33.8,19.4,30.2,103.07.20,6822.0,LA1,甘藍-初秋,400,台中市,28.7,6
6,34.0,20.0,30.0,103.07.20,1850.0,LA1,甘藍-初秋,514,溪湖鎮,30.0,6
7,33.0,22.0,28.0,103.07.20,866.0,LA1,甘藍-初秋,540,南投市,27.72,6
8,30.0,11.7,20.0,103.07.20,22530.0,LA1,甘藍-初秋,648,西螺鎮,20.3,6
9,42.7,27.5,35.8,103.07.20,20590.0,LA1,甘藍-初秋,800,高雄市,35.5,6
10,33.0,14.9,22.7,103.07.20,5750.0,LA1,甘藍-初秋,830,鳳山市,23.18,6
11,33.0,13.4,24.3,103.07.20,8463.0,LA1,甘藍-初秋,900,屏東市,23.8,6
12,37.0,12.0,22.0,103.07.20,9006.0,LA1,甘藍-初秋,930,台東市,28.0,6
0,37.0,20.0,33.0,103.07.21,2020.0,LA1,甘藍-初秋,514,溪湖鎮,33.0,0
1,50.0,20.0,36.7,103.07.21,202990.0,LA1,甘藍-初秋,648,西螺鎮,36.0,0
2,41.2,15.9,34.0,103.07.21,6528.5,LA1,甘藍-初秋,950,花蓮市,31.8,0
0,45.4,26.6,39.1,103.07.22,47996.0,LA1,甘藍-初秋,104,台北二,37.9,1
1,47.9,22.5,40.6,103.07.22,112883.0,LA1,甘藍-初秋,109,台北一,38.4,1
2,47.4,38.9,43.0,103.07.22,13140.0,LA1,甘藍-初秋,241,三重市,43.1,1
3,45.0,20.0,35.0,103.07.22,25430.0,LA1,甘藍-初秋,260,宜蘭市,33.3,1
4,44.8,30.9,39.1,103.07.22,7517.0,LA1,甘藍-初秋,338,桃園縣,39.1,1
5,43.9,28.4,40.0,103.07.22,15060.0,LA1,甘藍-初秋,400,台中市,38.8,1
6,47.0,25.0,38.0,103.07.22,4010.0,LA1,甘藍-初秋,514,溪湖鎮,38.0,1
7,57.0,20.0,50.0,103.07.22,887.0,LA1,甘藍-初秋,540,南投市,49.83,1
8,43.3,16.7,26.7,103.07.22,249645.0,LA1,甘藍-初秋,648,西螺鎮,28.0,1
9,53.5,22.5,40.1,103.07.22,29356.0,LA1,甘藍-初秋,800,高雄市,39.3,1
10,42.1,10.0,26.3,103.07.22,8450.0,LA1,甘藍-初秋,830,鳳山市,26.18,1
11,41.3,12.1,30.2,103.07.22,19288.0,LA1,甘藍-初秋,900,屏東市,28.8,1
12,55.0,20.0,35.0,103.07.22,8840.0,LA1,甘藍-初秋,930,台東市,42.0,1
13,30.6,11.3,21.6,103.07.22,7528.5,LA1,甘藍-初秋,950,花蓮市,21.3,1
0,44.0,19.5,32.4,103.07.23,32570.0,LA1,甘藍-初秋,104,台北二,32.1,2
1,39.2,22.4,34.5,103.07.23,89946.0,LA1,甘藍-初秋,109,台北一,33.0,2
2,38.0,26.0,33.0,103.07.23,8460.0,LA1,甘藍-初秋,241,三重市,32.6,2
3,49.0,27.7,34.1,103.07.23,1460.0,LA1,甘藍-初秋,338,桃園縣,34.1,2
4,36.0,17.7,28.6,103.07.23,20673.0,LA1,甘藍-初秋,400,台中市,29.3,2
5,40.0,24.0,34.0,103.07.23,3420.0,LA1,甘藍-初秋,514,溪湖鎮,34.0,2
6,50.0,20.0,41.0,103.07.23,1255.0,LA1,甘藍-初秋,540,南投市,40.17,2
7,43.0,18.2,34.1,103.07.23,33235.0,LA1,甘藍-初秋,800,高雄市,32.7,2
8,36.1,13.1,22.4,103.07.23,8470.0,LA1,甘藍-初秋,830,鳳山市,23.26,2
9,37.8,11.2,25.8,103.07.23,23402.0,LA1,甘藍-初秋,900,屏東市,25.3,2
10,55.0,15.0,30.0,103.07.23,14233.0,LA1,甘藍-初秋,930,台東市,38.0,2
0,45.5,20.7,31.5,103.07.24,6510.0,LA1,甘藍-初秋,104,台北二,32.2,3
1,49.7,28.6,41.3,103.07.24,12030.0,LA1,甘藍-初秋,109,台北一,40.5,3
2,35.0,35.0,35.0,103.07.24,600.0,LA1,甘藍-初秋,241,三重市,35.0,3
3,40.0,20.0,30.0,103.07.24,15630.0,LA1,甘藍-初秋,260,宜蘭市,30.0,3
4,42.0,15.0,33.0,103.07.24,900.0,LA1,甘藍-初秋,338,桃園縣,33.0,3
5,44.0,19.5,41.5,103.07.24,1095.0,LA1,甘藍-初秋,400,台中市,35.6,3
6,40.0,23.0,34.0,103.07.24,2280.0,LA1,甘藍-初秋,514,溪湖鎮,34.0,3
7,35.0,33.0,34.0,103.07.24,688.0,LA1,甘藍-初秋,540,南投市,33.67,3
8,43.2,16.7,26.6,103.07.24,32611.0,LA1,甘藍-初秋,648,西螺鎮,27.9,3
9,46.1,12.3,36.9,103.07.24,16630.0,LA1,甘藍-初秋,800,高雄市,33.8,3
10,34.8,14.1,18.9,103.07.24,5150.0,LA1,甘藍-初秋,830,鳳山市,21.11,3
11,35.5,12.2,19.6,103.07.24,12853.0,LA1,甘藍-初秋,900,屏東市,21.3,3
12,50.0,15.0,30.0,103.07.24,5206.0,LA1,甘藍-初秋,930,台東市,45.0,3
13,38.0,22.7,32.4,103.07.24,1242.0,LA1,甘藍-初秋,950,花蓮市,31.6,3
0,42.1,26.0,37.3,103.07.25,11620.0,LA1,甘藍-初秋,104,台北二,36.0,4
1,39.1,23.4,32.8,103.07.25,58337.0,LA1,甘藍-初秋,109,台北一,32.2,4
2,32.5,18.3,31.9,103.07.25,4720.0,LA1,甘藍-初秋,241,三重市,29.3,4
3,35.0,15.0,25.0,103.07.25,21030.0,LA1,甘藍-初秋,260,宜蘭市,25.0,4
4,36.5,24.3,33.8,103.07.25,1515.0,LA1,甘藍-初秋,338,桃園縣,33.8,4
5,39.3,26.7,32.8,103.07.25,3685.0,LA1,甘藍-初秋,400,台中市,31.5,4
6,24.0,24.0,24.0,103.07.25,1379.0,LA1,甘藍-初秋,512,永靖鄉,24.0,4
7,40.0,24.0,33.0,103.07.25,3620.0,LA1,甘藍-初秋,514,溪湖鎮,33.0,4
8,45.0,28.0,35.0,103.07.25,1015.0,LA1,甘藍-初秋,540,南投市,34.6,4
9,40.0,16.7,23.4,103.07.25,188200.0,LA1,甘藍-初秋,648,西螺鎮,25.4,4
10,46.1,23.6,37.5,103.07.25,15930.0,LA1,甘藍-初秋,800,高雄市,36.5,4
11,31.3,14.4,23.1,103.07.25,5250.0,LA1,甘藍-初秋,830,鳳山市,22.97,4
12,31.3,7.5,19.1,103.07.25,6997.0,LA1,甘藍-初秋,900,屏東市,19.2,4
13,45.0,10.0,25.0,103.07.25,4537.0,LA1,甘藍-初秋,930,台東市,27.0,4
14,27.4,11.8,19.4,103.07.25,4431.0,LA1,甘藍-初秋,950,花蓮市,19.5,4
0,37.9,16.5,30.2,103.07.26,20150.0,LA1,甘藍-初秋,104,台北二,29.0,5
1,34.8,14.1,26.4,103.07.26,63284.0,LA1,甘藍-初秋,109,台北一,25.6,5
2,27.0,20.1,22.6,103.07.26,6600.0,LA1,甘藍-初秋,241,三重市,23.0,5
3,30.0,10.0,20.0,103.07.26,17520.0,LA1,甘藍-初秋,260,宜蘭市,20.0,5
4,32.0,12.0,21.2,103.07.26,4644.0,LA1,甘藍-初秋,338,桃園縣,21.2,5
5,29.5,14.0,22.7,103.07.26,12072.0,LA1,甘藍-初秋,400,台中市,22.9,5
6,25.0,20.0,22.0,103.07.26,4626.0,LA1,甘藍-初秋,512,永靖鄉,22.0,5
7,37.0,20.0,30.0,103.07.26,3870.0,LA1,甘藍-初秋,514,溪湖鎮,30.0,5
8,40.0,20.0,33.0,103.07.26,807.0,LA1,甘藍-初秋,540,南投市,32.13,5
9,39.9,16.7,23.4,103.07.26,197492.0,LA1,甘藍-初秋,648,西螺鎮,25.4,5
10,45.6,33.1,38.8,103.07.26,12400.0,LA1,甘藍-初秋,800,高雄市,39.0,5
11,33.0,15.7,22.6,103.07.26,4910.0,LA1,甘藍-初秋,830,鳳山市,23.3,5
12,32.1,11.4,21.5,103.07.26,6963.0,LA1,甘藍-初秋,900,屏東市,21.6,5
13,40.0,10.0,25.0,103.07.26,5230.0,LA1,甘藍-初秋,930,台東市,32.0,5
14,14.7,3.9,6.7,103.07.26,7273.0,LA1,甘藍-初秋,950,花蓮市,7.7,5
0,36.6,10.0,23.9,103.07.27,29770.0,LA1,甘藍-初秋,104,台北二,23.7,6
1,33.4,15.9,25.3,103.07.27,81267.0,LA1,甘藍-初秋,109,台北一,25.0,6
2,28.0,28.0,28.0,103.07.27,2400.0,LA1,甘藍-初秋,241,三重市,28.0,6
3,35.0,15.0,25.0,103.07.27,19540.0,LA1,甘藍-初秋,260,宜蘭市,25.0,6
4,30.0,9.0,19.6,103.07.27,1065.0,LA1,甘藍-初秋,338,桃園縣,19.6,6
5,24.6,7.3,17.6,103.07.27,11980.0,LA1,甘藍-初秋,400,台中市,16.6,6
6,34.0,20.0,27.0,103.07.27,3320.0,LA1,甘藍-初秋,514,溪湖鎮,27.0,6
7,37.0,27.0,34.0,103.07.27,740.0,LA1,甘藍-初秋,540,南投市,33.83,6
8,38.2,16.5,26.8,103.07.27,31143.0,LA1,甘藍-初秋,800,高雄市,27.0,6
9,32.2,12.7,20.7,103.07.27,7400.0,LA1,甘藍-初秋,830,鳳山市,21.41,6
10,31.3,10.9,22.0,103.07.27,14544.0,LA1,甘藍-初秋,900,屏東市,21.6,6
11,40.0,10.0,25.0,103.07.27,8868.0,LA1,甘藍-初秋,930,台東市,32.0,6
0,24.0,20.0,22.0,103.07.28,1421.0,LA1,甘藍-初秋,512,永靖鄉,21.8,0
1,30.0,20.0,25.0,103.07.28,1030.0,LA1,甘藍-初秋,514,溪湖鎮,25.0,0
2,40.0,16.7,23.4,103.07.28,203040.0,LA1,甘藍-初秋,648,西螺鎮,25.4,0
3,14.3,4.4,9.6,103.07.28,4509.0,LA1,甘藍-初秋,950,花蓮市,9.5,0
0,35.5,18.3,26.6,103.08.01,27380.0,LA1,甘藍-初秋,104,台北二,26.8,4
1,31.5,18.6,24.5,103.08.01,74195.0,LA1,甘藍-初秋,109,台北一,24.7,4
2,32.0,24.5,32.0,103.08.01,2900.0,LA1,甘藍-初秋,241,三重市,30.5,4
3,35.0,15.0,25.0,103.08.01,20150.0,LA1,甘藍-初秋,260,宜蘭市,25.0,4
4,29.1,18.7,25.4,103.08.01,11780.0,LA1,甘藍-初秋,400,台中市,23.9,4
5,22.0,22.0,22.0,103.08.01,586.0,LA1,甘藍-初秋,512,永靖鄉,22.0,4
6,30.0,17.0,24.0,103.08.01,3650.0,LA1,甘藍-初秋,514,溪湖鎮,24.0,4
7,32.0,11.0,21.0,103.08.01,2197.0,LA1,甘藍-初秋,540,南投市,20.8,4
8,32.4,11.7,18.4,103.08.01,224940.0,LA1,甘藍-初秋,648,西螺鎮,19.9,4
9,35.7,18.9,29.4,103.08.01,24345.0,LA1,甘藍-初秋,800,高雄市,28.6,4
10,28.2,10.9,17.2,103.08.01,8150.0,LA1,甘藍-初秋,830,鳳山市,18.17,4
11,26.4,6.9,15.9,103.08.01,22767.0,LA1,甘藍-初秋,900,屏東市,16.2,4
12,35.0,10.0,20.0,103.08.01,8260.0,LA1,甘藍-初秋,930,台東市,23.0,4
13,18.4,4.5,11.2,103.08.01,5208.0,LA1,甘藍-初秋,950,花蓮市,11.3,4
0,32.0,16.8,24.6,103.08.02,40162.0,LA1,甘藍-初秋,104,台北二,24.5,5
1,30.1,16.6,24.2,103.08.02,89705.0,LA1,甘藍-初秋,109,台北一,23.9,5
2,32.0,22.0,30.8,103.08.02,3330.0,LA1,甘藍-初秋,241,三重市,29.3,5
3,35.0,15.0,25.0,103.08.02,22510.0,LA1,甘藍-初秋,260,宜蘭市,25.0,5
4,29.0,22.5,26.4,103.08.02,3824.0,LA1,甘藍-初秋,338,桃園縣,26.4,5
5,24.6,13.9,21.4,103.08.02,15257.0,LA1,甘藍-初秋,400,台中市,20.6,5
6,22.0,20.0,21.0,103.08.02,1059.0,LA1,甘藍-初秋,512,永靖鄉,21.0,5
7,28.0,17.0,23.0,103.08.02,4280.0,LA1,甘藍-初秋,514,溪湖鎮,23.0,5
8,32.0,16.0,25.0,103.08.02,1117.0,LA1,甘藍-初秋,540,南投市,24.15,5
9,31.3,10.0,18.4,103.08.02,230850.0,LA1,甘藍-初秋,648,西螺鎮,19.3,5
10,34.1,17.0,25.7,103.08.02,31571.0,LA1,甘藍-初秋,800,高雄市,25.7,5
11,25.8,11.7,17.3,103.08.02,11330.0,LA1,甘藍-初秋,830,鳳山市,17.86,5
12,25.7,12.4,18.5,103.08.02,20344.0,LA1,甘藍-初秋,900,屏東市,18.7,5
13,35.0,10.0,20.0,103.08.02,7404.0,LA1,甘藍-初秋,930,台東市,24.0,5
14,19.8,6.6,11.5,103.08.02,6712.0,LA1,甘藍-初秋,950,花蓮市,12.2,5
0,34.4,18.8,26.7,103.08.03,31155.0,LA1,甘藍-初秋,104,台北二,26.6,6
1,32.8,15.2,26.9,103.08.03,90188.0,LA1,甘藍-初秋,109,台北一,25.8,6
2,32.0,16.7,26.9,103.08.03,5860.0,LA1,甘藍-初秋,241,三重市,25.9,6
3,30.0,10.0,20.0,103.08.03,21980.0,LA1,甘藍-初秋,260,宜蘭市,20.0,6
4,25.5,19.4,22.8,103.08.03,5780.0,LA1,甘藍-初秋,338,桃園縣,22.8,6
5,24.5,13.8,20.1,103.08.03,13787.0,LA1,甘藍-初秋,400,台中市,19.8,6
6,24.0,16.0,22.0,103.08.03,4770.0,LA1,甘藍-初秋,514,溪湖鎮,22.0,6
7,38.0,18.0,28.0,103.08.03,1618.0,LA1,甘藍-初秋,540,南投市,26.96,6
8,31.5,10.0,18.4,103.08.03,23200.0,LA1,甘藍-初秋,648,西螺鎮,19.4,6
9,35.3,21.1,29.3,103.08.03,21542.0,LA1,甘藍-初秋,800,高雄市,28.9,6
10,28.1,11.2,18.5,103.08.03,6386.0,LA1,甘藍-初秋,830,鳳山市,19.0,6
11,32.6,10.6,19.7,103.08.03,9910.0,LA1,甘藍-初秋,900,屏東市,20.5,6
12,35.0,10.0,20.0,103.08.03,9576.0,LA1,甘藍-初秋,930,台東市,24.0,6
0,22.0,22.0,22.0,103.08.04,701.0,LA1,甘藍-初秋,512,永靖鄉,22.0,0
1,25.0,17.0,22.0,103.08.04,3020.0,LA1,甘藍-初秋,514,溪湖鎮,22.0,0
2,31.4,10.0,18.4,103.08.04,236373.0,LA1,甘藍-初秋,648,西螺鎮,19.3,0
3,25.0,10.1,16.9,103.08.04,5790.0,LA1,甘藍-初秋,950,花蓮市,17.2,0
0,33.7,16.2,25.8,103.08.05,33628.0,LA1,甘藍-初秋,104,台北二,25.5,1
1,30.2,18.9,25.8,103.08.05,113101.0,LA1,甘藍-初秋,109,台北一,25.3,1
2,32.7,15.7,27.7,103.08.05,7105.0,LA1,甘藍-初秋,241,三重市,26.3,1
3,30.0,10.0,20.0,103.08.05,20590.0,LA1,甘藍-初秋,260,宜蘭市,20.0,1
4,23.0,21.0,21.4,103.08.05,354.0,LA1,甘藍-初秋,338,桃園縣,21.4,1
5,24.0,10.0,18.0,103.08.05,14590.0,LA1,甘藍-初秋,400,台中市,17.2,1
6,28.0,20.0,23.5,103.08.05,4150.0,LA1,甘藍-初秋,514,溪湖鎮,23.3,1
7,40.0,22.0,33.0,103.08.05,566.0,LA1,甘藍-初秋,540,南投市,32.78,1
8,30.9,10.0,18.4,103.08.05,226370.0,LA1,甘藍-初秋,648,西螺鎮,19.2,1
9,34.2,14.7,26.5,103.08.05,29166.0,LA1,甘藍-初秋,800,高雄市,25.7,1
10,28.3,12.0,19.6,103.08.05,8970.0,LA1,甘藍-初秋,830,鳳山市,19.84,1
11,27.4,12.4,23.0,103.08.05,14262.0,LA1,甘藍-初秋,900,屏東市,21.8,1
12,37.0,8.0,20.0,103.08.05,7060.0,LA1,甘藍-初秋,930,台東市,24.0,1
13,28.7,12.8,20.9,103.08.05,4407.0,LA1,甘藍-初秋,950,花蓮市,20.9,1
0,35.1,14.5,26.1,103.08.06,26792.0,LA1,甘藍-初秋,104,台北二,25.6,2
1,32.7,15.1,26.6,103.08.06,89947.0,LA1,甘藍-初秋,109,台北一,25.5,2
2,32.0,15.8,25.7,103.08.06,8430.0,LA1,甘藍-初秋,241,三重市,25.0,2
3,30.0,10.0,20.0,103.08.06,21850.0,LA1,甘藍-初秋,260,宜蘭市,20.0,2
4,28.0,24.5,25.8,103.08.06,1240.0,LA1,甘藍-初秋,338,桃園縣,25.8,2
5,27.0,16.0,23.9,103.08.06,6150.0,LA1,甘藍-初秋,400,台中市,21.3,2
6,28.0,20.0,23.5,103.08.06,5050.0,LA1,甘藍-初秋,514,溪湖鎮,23.5,2
7,38.0,20.0,29.0,103.08.06,773.0,LA1,甘藍-初秋,540,南投市,28.02,2
8,30.9,10.0,18.4,103.08.06,231830.0,LA1,甘藍-初秋,648,西螺鎮,19.2,2
9,33.4,15.9,27.2,103.08.06,28066.0,LA1,甘藍-初秋,800,高雄市,26.2,2
10,27.7,10.4,19.5,103.08.06,8990.0,LA1,甘藍-初秋,830,鳳山市,19.32,2
11,30.4,14.4,23.9,103.08.06,12123.0,LA1,甘藍-初秋,900,屏東市,23.3,2
12,40.0,10.0,25.0,103.08.06,4803.0,LA1,甘藍-初秋,930,台東市,28.0,2
13,28.4,14.8,21.0,103.08.06,5618.0,LA1,甘藍-初秋,950,花蓮市,21.2,2
0,33.0,20.2,26.4,103.08.07,27210.0,LA1,甘藍-初秋,104,台北二,26.5,3
1,35.3,17.1,29.1,103.08.07,70481.0,LA1,甘藍-初秋,109,台北一,27.9,3
2,30.8,17.8,24.3,103.08.07,5368.0,LA1,甘藍-初秋,241,三重市,24.3,3
3,30.0,10.0,20.0,103.08.07,21850.0,LA1,甘藍-初秋,260,宜蘭市,20.0,3
4,29.0,12.8,20.3,103.08.07,3003.0,LA1,甘藍-初秋,338,桃園縣,20.3,3
5,31.0,22.5,26.5,103.08.07,1875.0,LA1,甘藍-初秋,400,台中市,25.3,3
6,30.0,20.0,24.0,103.08.07,3710.0,LA1,甘藍-初秋,514,溪湖鎮,24.0,3
7,30.0,10.0,24.0,103.08.07,1941.0,LA1,甘藍-初秋,540,南投市,23.12,3
8,30.9,10.0,18.4,103.08.07,221411.0,LA1,甘藍-初秋,648,西螺鎮,19.2,3
9,35.0,15.8,29.9,103.08.07,23973.0,LA1,甘藍-初秋,800,高雄市,28.1,3
10,31.2,13.7,20.6,103.08.07,6337.0,LA1,甘藍-初秋,830,鳳山市,21.34,3
11,30.7,15.3,23.8,103.08.07,8112.0,LA1,甘藍-初秋,900,屏東市,23.5,3
12,40.0,10.0,25.0,103.08.07,4599.0,LA1,甘藍-初秋,930,台東市,29.0,3
13,34.8,14.9,22.5,103.08.07,5224.5,LA1,甘藍-初秋,950,花蓮市,23.4,3
0,35.2,16.5,25.8,103.08.08,27744.0,LA1,甘藍-初秋,104,台北二,25.8,4
1,34.0,15.3,27.0,103.08.08,75625.0,LA1,甘藍-初秋,109,台北一,26.1,4
2,27.4,12.0,17.7,103.08.08,8426.0,LA1,甘藍-初秋,241,三重市,18.5,4
3,30.0,10.0,20.0,103.08.08,22540.0,LA1,甘藍-初秋,260,宜蘭市,20.0,4
4,25.0,15.0,18.0,103.08.08,2055.0,LA1,甘藍-初秋,400,台中市,21.8,4
5,33.0,23.0,27.0,103.08.08,4280.0,LA1,甘藍-初秋,514,溪湖鎮,27.0,4
6,27.0,15.0,22.0,103.08.08,1933.0,LA1,甘藍-初秋,540,南投市,21.04,4
7,30.0,10.0,18.4,103.08.08,234318.0,LA1,甘藍-初秋,648,西螺鎮,19.0,4
8,34.5,13.8,28.1,103.08.08,30570.0,LA1,甘藍-初秋,800,高雄市,26.5,4
9,28.3,10.8,18.7,103.08.08,8980.0,LA1,甘藍-初秋,830,鳳山市,19.07,4
10,30.6,13.1,20.8,103.08.08,11095.0,LA1,甘藍-初秋,900,屏東市,21.2,4
11,42.0,10.0,25.0,103.08.08,5596.0,LA1,甘藍-初秋,930,台東市,29.0,4
12,29.1,12.1,21.0,103.08.08,443.0,LA1,甘藍-初秋,950,花蓮市,20.8,4
0,36.6,12.4,25.0,103.08.09,34317.0,LA1,甘藍-初秋,104,台北二,24.8,5
1,33.5,13.8,24.0,103.08.09,107692.0,LA1,甘藍-初秋,109,台北一,23.8,5
2,25.0,14.6,16.5,103.08.09,4150.0,LA1,甘藍-初秋,241,三重市,17.8,5
3,30.0,10.0,20.0,103.08.09,21850.0,LA1,甘藍-初秋,260,宜蘭市,20.0,5
4,27.5,8.9,17.2,103.08.09,3960.0,LA1,甘藍-初秋,338,桃園縣,17.2,5
5,28.7,11.1,19.5,103.08.09,11830.0,LA1,甘藍-初秋,400,台中市,18.7,5
6,28.0,15.0,23.0,103.08.09,3970.0,LA1,甘藍-初秋,514,溪湖鎮,23.0,5
7,30.0,13.0,23.0,103.08.09,1397.0,LA1,甘藍-初秋,540,南投市,22.3,5
8,30.8,10.0,18.4,103.08.09,236309.0,LA1,甘藍-初秋,648,西螺鎮,19.2,5
9,34.9,14.7,27.7,103.08.09,31086.0,LA1,甘藍-初秋,800,高雄市,26.6,5
10,28.6,13.5,17.4,103.08.09,8020.0,LA1,甘藍-初秋,830,鳳山市,18.87,5
11,30.5,16.9,23.4,103.08.09,14955.0,LA1,甘藍-初秋,900,屏東市,23.5,5
12,47.0,12.0,30.0,103.08.09,7424.0,LA1,甘藍-初秋,930,台東市,26.0,5
13,29.1,12.2,19.5,103.08.09,3802.0,LA1,甘藍-初秋,950,花蓮市,20.0,5
0,40.3,15.4,30.3,103.08.10,31630.0,LA1,甘藍-初秋,104,台北二,29.3,6
1,37.0,12.7,25.2,103.08.10,98148.0,LA1,甘藍-初秋,109,台北一,25.1,6
2,35.0,35.0,35.0,103.08.10,900.0,LA1,甘藍-初秋,241,三重市,35.0,6
3,30.0,10.0,20.0,103.08.10,22450.0,LA1,甘藍-初秋,260,宜蘭市,20.0,6
4,25.3,9.8,19.7,103.08.10,5530.0,LA1,甘藍-初秋,338,桃園縣,19.7,6
5,27.9,11.9,19.5,103.08.10,19475.0,LA1,甘藍-初秋,400,台中市,19.2,6
6,30.0,18.0,25.0,103.08.10,2820.0,LA1,甘藍-初秋,514,溪湖鎮,25.0,6
7,30.0,11.0,25.0,103.08.10,1377.0,LA1,甘藍-初秋,540,南投市,24.37,6
8,37.0,13.9,28.2,103.08.10,26512.0,LA1,甘藍-初秋,800,高雄市,27.1,6
9,29.7,15.0,19.3,103.08.10,6250.0,LA1,甘藍-初秋,830,鳳山市,20.53,6
10,30.9,11.1,18.5,103.08.10,19821.0,LA1,甘藍-初秋,900,屏東市,19.5,6
11,48.0,12.0,30.0,103.08.10,14117.0,LA1,甘藍-初秋,930,台東市,30.0,6
0,33.0,20.0,26.0,103.08.11,1850.0,LA1,甘藍-初秋,514,溪湖鎮,26.0,0
1,30.7,10.0,18.4,103.08.11,28104.0,LA1,甘藍-初秋,648,西螺鎮,19.2,0
0,30.0,20.0,25.0,103.08.12,2790.0,LA1,甘藍-初秋,514,溪湖鎮,25.0,1
1,30.8,10.0,18.4,103.08.12,226284.0,LA1,甘藍-初秋,648,西螺鎮,19.2,1
2,41.1,17.1,25.7,103.08.12,5234.0,LA1,甘藍-初秋,950,花蓮市,27.1,1
0,38.5,13.3,28.9,103.08.13,15456.0,LA1,甘藍-初秋,104,台北二,27.7,2
1,37.8,15.5,28.3,103.08.13,59155.0,LA1,甘藍-初秋,109,台北一,27.6,2
2,31.5,15.9,24.3,103.08.13,3140.0,LA1,甘藍-初秋,241,三重市,24.1,2
3,30.0,10.0,20.0,103.08.13,19850.0,LA1,甘藍-初秋,260,宜蘭市,20.0,2
4,26.0,17.0,23.8,103.08.13,4040.0,LA1,甘藍-初秋,338,桃園縣,23.8,2
5,26.6,12.3,21.5,103.08.13,15995.0,LA1,甘藍-初秋,400,台中市,20.4,2
6,34.0,20.0,27.0,103.08.13,3850.0,LA1,甘藍-初秋,514,溪湖鎮,27.0,2
7,38.0,13.0,23.0,103.08.13,2261.0,LA1,甘藍-初秋,540,南投市,22.94,2
